ISBN,Product title,Brand,Pub Date,Retailer sales out last week,Retailer number of units in stock,Retailer projected weeks of stock on Hand,Number of units reatiler has ordered from DK,Current number of units in DK warehouse,Print status,Current Preorders total,Reprint Quantity,Reprint Date,Forecast sales for this week,Forecast sales for next 4 weeks,Forecast sales for next 12 weeks,Stock Risk
9781464227660,Call It What You Want: A College Romance with a Nostalgic and Bittersweet Edge,DK Other,2024-06-18,15,463,16.0,4,4048,In Print,0.0,0.0,,29.0,116.0,376.0,Low
9781492671169,Organic Chemistry for Babies: 0 (Baby University),DK Other,2018-06-01,16,91,6.333333333333333,1,931,In Print,0.0,0.0,,15.0,56.0,184.0,Low
9781464249143,Fall into Temptation: A Small Town Friends to Lovers Romcom (Blue Moon),DK Other,2024-12-12,14,311,28.727272727272727,0,1371,In Print,0.0,0.0,,11.0,28.0,73.0,Low
9781953424341,Good Night Stories for Rebel Girls: 100 Inspiring Young Changemakers,DK Other,2022-10-04,14,323,14.380952380952381,0,4470,In Print,0.0,0.0,,21.0,75.0,216.0,Low
9781728261706,"A Touch of Darkness: A Dark and Enthralling Reimagining of the Hades and Persephone Myth: 1 (Hades x Persephone Saga, 1)",DK Other,2021-11-30,15,279,12.95,5,7866,In Print,0.0,0.0,,20.0,83.0,264.0,Low
9781492671138,Astrophysics for Babies: 0 (Baby University),DK Other,2018-08-03,15,201,9.80952380952381,0,298,In Print,0.0,0.0,,21.0,89.0,306.0,Low
9780241458518,My House Plant Changed My Life: Green Wellbeing for the Great Indoors,DK Life,2021-02-04,15,196,11.4375,0,1874,In Print,0.0,0.0,,16.0,60.0,166.0,Low
9780241572351,Not Another Jungle: Comprehensive Care for Extraordinary Houseplants,DK Life,2023-04-06,15,95,14.857142857142858,0,579,In Print,0.0,0.0,,7.0,28.0,87.0,Low
9780241401279,LEGO NINJAGO Choose Your Ninja Mission: With NINJAGO Jay minifigure,DK Licensing,2020-04-02,14,194,9.217391304347826,0,2840,In Print,0.0,0.0,,23.0,86.0,274.0,Low
9780241566121,15 Minute Spanish: Learn in Just 12 Weeks (DK 15-Minute Language Learning),DK Learning,2023-07-06,14,80,6.461538461538462,1,3002,In Print,0.0,4000.0,2025-01-17,13.0,51.0,144.0,Low
9780751320473,Polish Phrase Book (DK Eyewitness Phrase Books),DK Learning,2003-06-05,15,22,2.0,18,159,In Print,0.0,0.0,,10.0,34.0,89.0,Low
9780241536353,Our World in Pictures The Periodic Table Flash Cards (DK Our World in Pictures),DK Childrens 9+,2022-05-05,16,131,4.666666666666667,0,165,In Print,0.0,3000.0,2025-03-03,30.0,114.0,349.0,Low
9780241585078,The Frozen Worlds: The Astonishing Nature of the Arctic and Antarctic (The Magic and Mystery of the Natural World),DK Children 0-9,2023-03-02,15,94,5.705882352941177,0,2763,In Print,0.0,0.0,,17.0,53.0,140.0,Low
9781405335393,Baby Touch and Feel Colours and Shapes,DK Children 0-9,2009-02-02,15,106,4.666666666666667,1,2486,In Print,0.0,0.0,,21.0,85.0,249.0,Low
9780241598320,My Book of Dogs and Puppies: A Fact-Filled Guide to Your Canine Friends,DK Children 0-9,2023-02-02,15,254,11.19047619047619,0,1888,In Print,0.0,1476.0,2025-02-03,21.0,75.0,240.0,Low
9780241674963,An Anthology of Exquisite Birds (DK Children's Anthologies),DK Children 0-9,2024-09-05,16,300,11.653846153846153,0,1727,In Print,0.0,0.0,,26.0,94.0,284.0,Low
9780241709504,DK Top 10 Munich (Pocket Travel Guide),DK Travel,2025-02-06,13,93,3.4615384615384617,1,3609,In Print,0.0,0.0,,26.0,118.0,297.0,Low
9780241710319,DK Top 10 Toronto (Pocket Travel Guide),DK Travel,2025-02-06,15,180,7.869565217391305,2,4184,In Print,0.0,0.0,,23.0,90.0,224.0,Low
9780241675601,DK Scotland (Travel Guide),DK Travel,2024-09-05,14,57,3.8666666666666667,6,894,In Print,0.0,1500.0,2025-02-28,15.0,52.0,154.0,Low
9780241662892,DK Barcelona and Catalonia: Inspire Plan Discover Experience (Travel Guide),DK Travel,2024-02-01,15,39,5.428571428571429,14,3096,In Print,0.0,0.0,,7.0,25.0,73.0,Low
9781464226625,What Did You Do? (Infatuated Fae),DK Other,2024-06-25,13,103,6.352941176470588,1,1200,In Print,0.0,0.0,,17.0,57.0,161.0,Low
9781728292625,Bespelled (The Bewitched Series),DK Other,2024-05-28,15,222,12.2,0,2172,In Print,0.0,0.0,,20.0,77.0,256.0,Low
9780241472927,"RHS How to Create a Wildlife Pond: Plan, Dig, and Enjoy a Natural Pond in Your Own Back Garden",DK Life,2021-04-08,13,99,6.117647058823529,0,498,In Print,0.0,1500.0,2025-03-24,17.0,72.0,244.0,Low
9780241302149,The Science of Spice: Understand Flavour Connections and Revolutionize your Cooking,DK Life,2018-10-04,15,163,15.818181818181818,0,1893,In Print,0.0,2000.0,2025-02-12,11.0,44.0,133.0,Low
9780241662106,RHS Propagating Plants: How to Grow Plants for Free,DK Life,2025-01-02,15,52,8.333333333333334,11,3620,In Print,0.0,0.0,,6.0,24.0,76.0,Low
9781409334811,"Step-by-Step Cake Decorating: 100s of Ideas, Techniques, and Projects for Creative Cake Designers",DK Life,2013-10-01,13,98,5.764705882352941,1,463,In Print,0.0,0.0,,17.0,61.0,171.0,Low
9780241014721,101 Essential Tips Crochet: Breaks Down the Subject into 101 Easy-to-Grasp Tips,DK Life,2015-05-01,13,124,7.0,0,502,In Print,0.0,2000.0,2025-03-28,19.0,72.0,213.0,Low
9780241440612,Star Wars Complete Vehicles New Edition,DK Licensing,2020-11-05,15,237,12.88888888888889,0,1191,In Print,0.0,1500.0,2025-03-24,18.0,64.0,195.0,Low
9780241401200,LEGO Cute Ideas: With Exclusive Owlicorn Mini Model,DK Licensing,2020-05-21,14,185,22.75,0,1259,In Print,0.0,0.0,,8.0,28.0,78.0,Low
9780241316573,LEGO Animal Atlas: with four exclusive animal models,DK Licensing,2018-06-07,13,57,5.083333333333333,3,3494,In Print,0.0,0.0,,12.0,44.0,137.0,Low
9780241515624,"Help Your Kids with Geography, Ages 10-16 (Key Stages 3 & 4): A Unique Step-By-Step Visual Guide",DK Knowledge,2021-08-05,14,41,4.555555555555555,2,287,In Print,0.0,0.0,,9.0,32.0,97.0,Low
9780241412732,The Complete Dog Breed Book: Choose the Perfect Dog for You,DK Knowledge,2020-03-05,15,149,11.076923076923077,0,843,In Print,0.0,0.0,,13.0,52.0,162.0,Low
9781405362771,Complete Horse Care Manual (DK Practical Pet Guides),DK Knowledge,2011-02-01,15,184,8.761904761904763,0,2715,In Print,0.0,2000.0,2025-01-16,21.0,75.0,220.0,Low
9780241437537,Musicals: The Definitive Illustrated Story,DK Knowledge,2021-02-04,15,568,22.88,0,912,In Print,0.0,0.0,,25.0,95.0,280.0,Low
9780241641521,Dinosaurs and Prehistoric Life: The Definitive Visual Guide to Prehistoric Animals (DK Definitive Visual Encyclopedias),DK Knowledge,2023-05-04,14,192,15.214285714285714,0,1261,In Print,0.0,0.0,,14.0,52.0,166.0,Low
9780241601433,Spanish for Everyone Junior First Words Flash Cards,DK Childrens 9+,2023-02-02,13,78,5.2,0,1199,In Print,0.0,0.0,,15.0,57.0,172.0,Low
9780241383988,Ancient Egypt (DK Eyewitness),DK Childrens 9+,2021-12-02,15,82,8.090909090909092,9,604,In Print,0.0,2000.0,2025-04-14,11.0,38.0,115.0,Low
9780241598283,Children's Illustrated Atlas: Revised and Updated Edition (Children's Illustrated Atlases),DK Children 0-9,2023-03-02,13,439,11.162162162162161,0,1493,In Print,0.0,3000.0,2025-01-09,37.0,171.0,598.0,Low
9781409344957,"Science Made Easy, Ages 7-8 (Key Stage 2): Supports the National Curriculum, Science Exercise Book (Made Easy Workbooks)",DK Children 0-9,2014-07-01,14,30,3.0,2,252,In Print,0.0,800.0,2025-03-03,10.0,36.0,110.0,Low
9780241538739,"Egyptian Myths: Meet the Gods, Goddesses, and Pharaohs of Ancient Egypt (Ancient Myths)",DK Children 0-9,2022-08-04,14,137,7.222222222222222,1,752,In Print,0.0,1416.0,2025-03-01,18.0,64.0,187.0,Low
9780241598122,Children's Quick & Easy Cookbook: Over 60 Simple Recipes,DK Children 0-9,2023-04-06,14,197,24.375,0,1525,In Print,0.0,1500.0,2025-01-13,8.0,33.0,104.0,Low
9780241366943,First History Encyclopedia: A First Reference Book for Children (DK First Reference),DK Children 0-9,2019-07-04,13,228,15.214285714285714,0,272,In Print,0.0,1000.0,2025-02-11,14.0,55.0,179.0,Low
9780241412220,My Book of Gymnastics (My Book of Sports),DK Children 0-9,2020-05-07,15,642,16.864864864864863,0,1075,In Print,0.0,1500.0,2025-02-17,37.0,151.0,491.0,Low
9780241282700,DKfindout! Stone Age,DK Children 0-9,2017-01-16,14,322,16.333333333333332,0,1937,In Print,0.0,2000.0,2025-01-15,18.0,66.0,197.0,Low
9780241675786,DK Top 10 Boston (Pocket Travel Guide),DK Travel,2024-09-05,14,75,6.0,2,1801,In Print,0.0,0.0,,13.0,49.0,154.0,Low
9780241672990,DK Ireland (Travel Guide),DK Travel,2024-09-05,13,56,5.636363636363637,6,1761,In Print,0.0,0.0,,11.0,42.0,130.0,Low
9780241624890,DK Top 10 Rio de Janeiro (Pocket Travel Guide),DK Travel,2023-11-02,14,44,4.1,9,1021,In Print,0.0,0.0,,10.0,37.0,116.0,Low
9781402212215,"I Wasn't Ready to Say Goodbye: Surviving, Coping and Healing After the Sudden Death of a Loved One",DK Other,2008-06-01,14,50,5.0,5,503,In Print,0.0,0.0,,11.0,44.0,140.0,Low
9781623158743,The Easy Acid Reflux Cookbook: Comforting 30-Minute Recipes to Soothe GERD & LPR,DK Other,2017-04-21,14,39,2.0476190476190474,0,0,Reprinting,0.0,0.0,,21.0,83.0,244.0,High
9781728295411,There Are No Saints (Sinners Duet),DK Other,2023-10-03,13,742,30.863636363636363,0,2422,In Print,0.0,0.0,,22.0,59.0,152.0,Low
9780241636213,How Not to Kill Your Houseplant: Survival Tips for the Horticulturally Challenged,DK Life,2023-08-17,13,69,6.818181818181818,0,386,In Print,0.0,0.0,,11.0,48.0,145.0,Low
9780241655535,RHS What's That Weed?: Know Your Weeds and Learn to Live with Them,DK Life,2024-03-07,12,74,11.142857142857142,0,2559,In Print,0.0,0.0,,7.0,32.0,94.0,Low
9780241543832,Star Wars Timelines: From the Time Before the High Republic to the Fall of the First Order,DK Licensing,2023-04-27,12,222,16.0,0,932,In Print,0.0,0.0,,15.0,55.0,156.0,Low
9780241363508,LEGO Amazing Vehicles: Includes Four Exclusive LEGO Mini Models,DK Licensing,2019-06-06,12,146,14.636363636363637,0,2681,In Print,0.0,0.0,,11.0,44.0,136.0,Low
9780241525685,World War II The Definitive Visual Guide,DK Knowledge,2021-05-06,14,68,4.428571428571429,0,1797,In Print,0.0,0.0,,14.0,52.0,157.0,Low
9780241332818,Great Paintings: The World's Masterpieces Explored and Explained,DK Knowledge,2018-03-01,14,224,10.818181818181818,0,1829,In Print,0.0,0.0,,22.0,81.0,242.0,Low
9780241632666,The Horse Encyclopedia (DK Pet Encyclopedias),DK Knowledge,2023-03-02,13,264,15.11111111111111,0,2218,In Print,0.0,2500.0,2025-01-21,18.0,71.0,228.0,Low
9780241539286,Chris Packham's Nature Handbook: Explore the Wonders of the Natural World,DK Knowledge,2022-03-03,13,468,24.833333333333332,0,1944,In Print,0.0,0.0,,18.0,65.0,195.0,Low
9780241343661,Pocket Eyewitness Horses: Facts at Your Fingertips,DK Childrens 9+,2018-05-03,13,302,9.5,0,2355,In Print,0.0,0.0,,32.0,133.0,424.0,Low
9781405314770,The Ballet Book,DK Childrens 9+,2006-04-06,13,87,4.7,0,1731,In Print,0.0,0.0,,20.0,74.0,216.0,Low
9780241552995,Ancient Rome: DK Eyewitness,DK Childrens 9+,2022-08-04,13,61,5.9,14,900,In Print,0.0,0.0,,10.0,37.0,107.0,Low
9781409323495,The Our World in Pictures The Animal Book: A Visual Encyclopedia of Life on Earth (DK Our World in Pictures),DK Childrens 9+,2013-09-02,12,285,9.5,0,543,In Print,0.0,1500.0,2025-03-03,32.0,122.0,388.0,Low
9780241555293,My First Farm: Let's Get Working! (My First Tabbed Board Book),DK Children 0-9,2022-04-07,13,41,3.5454545454545454,1,3409,In Print,0.0,0.0,,11.0,47.0,154.0,Low
9780241247105,My First Zoo Let's Meet the Animals! (My First Tabbed Board Book),DK Children 0-9,2016-04-01,12,31,2.6666666666666665,0,605,In Print,0.0,2000.0,2025-02-03,12.0,44.0,133.0,Low
9780241225370,"Handwriting Made Easy, Joined-up Writing, Ages 5-7 (Key Stage 1): Supports the National Curriculum, Handwriting Practice Book (Made Easy Workbooks)",DK Children 0-9,2016-03-03,14,87,6.642857142857143,0,891,In Print,0.0,0.0,,14.0,51.0,151.0,Low
9780241343784,Explorers: Amazing Tales of the World's Greatest Adventurers (DK Explorers),DK Children 0-9,2019-09-05,12,57,3.625,4,791,In Print,0.0,0.0,,16.0,57.0,170.0,Low
9780241283011,Jungle Ultimate Sticker Book,DK Children 0-9,2017-02-01,14,71,8.875,0,262,In Print,0.0,0.0,,8.0,32.0,103.0,Low
9780241224977,"Problem Solving Made Easy, Ages 9-11 (Key Stage 2): Supports the National Curriculum, Maths Exercise Book (Made Easy Workbooks)",DK Children 0-9,2016-03-03,14,69,6.818181818181818,0,892,In Print,0.0,0.0,,11.0,41.0,121.0,Low
9780744078077,HealthyGirl Kitchen: 100+ Plant-Based Recipes to Live Your Healthiest Life,DK Alpha,2023-05-18,14,198,15.071428571428571,0,1573,In Print,0.0,0.0,,14.0,49.0,133.0,Low
9780241472163,DK Peru (Travel Guide),DK Travel,2022-11-17,11,80,5.714285714285714,3,2009,In Print,0.0,0.0,,14.0,50.0,137.0,Low
9780241664827,DK Canada (Travel Guide),DK Travel,2024-04-11,11,86,7.230769230769231,8,2996,In Print,0.0,0.0,,13.0,48.0,149.0,Low
9780241682142,DK Iceland (Travel Guide),DK Travel,2024-07-04,13,93,6.3125,1,3329,In Print,0.0,0.0,,16.0,57.0,169.0,Low
9780241675533,DK Portugal (Travel Guide),DK Travel,2024-09-05,11,137,6.7272727272727275,13,1709,In Print,0.0,0.0,,22.0,81.0,238.0,Low
9780241612972,DK Top 10 Stockholm (Pocket Travel Guide),DK Travel,2023-04-06,12,93,4.714285714285714,1,1601,In Print,0.0,0.0,,21.0,80.0,255.0,Low
9780241418475,DK Malaysia and Singapore (Travel Guide),DK Travel,2023-05-04,11,91,6.769230769230769,0,2387,In Print,0.0,0.0,,13.0,52.0,160.0,Low
9780241624913,DK Top 10 Cancún and the Yucatán (Pocket Travel Guide),DK Travel,2023-11-02,12,58,5.166666666666667,3,74,In Print,0.0,0.0,,12.0,44.0,131.0,Low
9780241664803,DK Top 10 Los Angeles (Pocket Travel Guide),DK Travel,2024-03-07,12,99,9.363636363636363,7,376,In Print,0.0,2500.0,2025-02-25,11.0,41.0,127.0,Low
9780241668221,DK Top 10 Seattle (Pocket Travel Guide),DK Travel,2024-05-02,12,59,6.111111111111111,4,194,In Print,0.0,0.0,,9.0,32.0,96.0,Low
9780241612835,DK Top 10 The Algarve (Pocket Travel Guide),DK Travel,2023-03-02,12,28,1.2916666666666667,0,0,Out of Print,0.0,0.0,,24.0,91.0,305.0,High
9780241625019,DK India (Travel Guide),DK Travel,2023-12-07,13,84,7.0,2,1556,In Print,0.0,0.0,,11.0,40.0,127.0,Low
9780241696507,The Travel Bucket List,DK Travel,2024-10-17,12,363,34.5,0,1593,In Print,0.0,0.0,,10.0,39.0,118.0,Low
9781402211867,The Accounting Game: Basic Accounting Fresh from the Lemonade Stand,DK Other,2008-04-01,12,86,9.4,0,103,In Print,0.0,0.0,,10.0,36.0,105.0,Low
9781728261690,"A Touch of Ruin: A Dark and Enthralling Reimagining of the Hades and Persephone Myth (Hades x Persephone Saga, 3)",DK Other,2021-11-30,11,89,7.083333333333333,18,3445,In Print,0.0,0.0,,12.0,44.0,128.0,Low
9781641522335,The Type 1 Diabetes Cookbook: Easy Recipes for Balanced Meals and Healthy Living,DK Other,2018-11-30,11,36,3.9,0,0,Reprinting,0.0,0.0,,10.0,37.0,109.0,High
9781728213743,I Love You Like No Otter (Punderland),DK Other,2020-02-07,13,0,0.0,0,0,Reprint under Review,0.0,0.0,,25.0,53.0,118.0,High
9781646114085,"The Ultimate Brain Health Puzzle Book for Adults: Crosswords, Sudoku, Cryptograms, Word Searches, and More! (Ultimate Brain Health Puzzle Books)",DK Other,2020-10-08,12,12,1.8571428571428572,0,0,Reprinting,0.0,0.0,,7.0,24.0,70.0,High
9781464237140,The Wrong Heart: A Contemporary Second Chance Romance from the Author of Still Beating,DK Other,2024-12-31,12,381,24.466666666666665,0,828,In Print,0.0,0.0,,15.0,55.0,161.0,Low
9781492656265,General Relativity for Babies: 0 (Baby University),DK Other,2017-06-02,13,354,25.428571428571427,0,83,In Print,0.0,0.0,,14.0,63.0,236.0,Low
9780241333396,Your Pregnancy Week by Week: What to Expect from Conception to Birth,DK Life,2019-02-07,13,59,3.2777777777777777,0,1268,In Print,0.0,1500.0,2025-01-20,18.0,66.0,202.0,Low
9780241729335,Elly's Plate: Plant-based Comfort Food Made Easy,DK Life,2024-10-24,13,685,23.483870967741936,0,5294,In Print,0.0,0.0,,31.0,108.0,288.0,Low
9780241657980,LEGO Fun Family Challenges: 50 Boredom-Busting Ideas to Build and Play,DK Licensing,2024-10-03,11,100,9.545454545454545,0,2053,In Print,0.0,0.0,,11.0,36.0,102.0,Low
9780751320510,Greek Phrase Book: Eyewitness Travel Guide 2014 (DK Eyewitness Phrase Books),DK Learning,2003-04-03,13,211,12.722222222222221,0,978,In Print,0.0,0.0,,18.0,91.0,294.0,Low
9781405341363,"Carol Vorderman's Times Tables Book, Ages 7-11 (Key Stage 2): Hints, Tips and Tricks for Learning Your Tables",DK Knowledge,2009-06-01,11,86,5.117647058823529,0,945,In Print,0.0,0.0,,17.0,56.0,148.0,Low
9780241358733,Beginner's Step-by-Step Coding Course: Learn Computer Programming the Easy Way,DK Knowledge,2020-01-02,11,200,7.888888888888889,0,1595,In Print,0.0,2000.0,2025-04-15,27.0,97.0,285.0,Low
9780241225998,How Money Works: The Facts Visually Explained (How Things Work),DK Knowledge,2017-03-01,11,77,6.583333333333333,2,2649,In Print,0.0,0.0,,12.0,47.0,145.0,Low
9780241600498,The Complete Human Body: The Definitive Visual Guide (DK Human Body Guides),DK Knowledge,2023-04-06,13,134,8.133333333333333,0,1437,In Print,0.0,0.0,,15.0,55.0,168.0,Low
9780241412725,The Physics Book: Big Ideas Simply Explained (DK Big Ideas),DK Knowledge,2020-03-05,12,314,12.91304347826087,0,2563,In Print,0.0,0.0,,23.0,84.0,259.0,Low
9780241301913,The Mythology Book: Big Ideas Simply Explained,DK Knowledge,2018-05-03,13,113,14.875,3,1605,In Print,0.0,0.0,,8.0,28.0,91.0,Low
9780241631348,The Science of the Ocean: The Secrets of the Seas Revealed (DK Secret World Encyclopedias),DK Knowledge,2023-06-01,13,323,21.928571428571427,0,720,In Print,0.0,0.0,,14.0,47.0,139.0,Low
9780241601426,Italian for Everyone Junior First Words Flash Cards,DK Childrens 9+,2023-02-02,12,52,6.0,0,584,In Print,0.0,0.0,,8.0,32.0,99.0,Low
9780241659014,Children's Illustrated World Atlas (DK Children's Illustrated Reference),DK Childrens 9+,2024-06-06,13,96,6.2,0,0,Reprinting,0.0,1000.0,2025-03-03,15.0,46.0,123.0,Low
9780241670521,Baby's First Lunar New Year (Baby's First Holidays),DK Children 0-9,2024-01-04,11,275,3.5753424657534247,0,0,Reprint under Review,0.0,0.0,,73.0,212.0,357.0,Low
9780241502679,This Is How We Stay Safe: For Little Kids Going To Big School (First Skills for Preschool),DK Children 0-9,2021-12-02,11,72,2.8333333333333335,0,476,In Print,0.0,0.0,,24.0,95.0,290.0,Low
9780241575000,Stuck in the Middle: A Story About Separation (Difficult Conversations),DK Children 0-9,2023-05-04,13,56,5.363636363636363,0,1235,In Print,0.0,0.0,,11.0,45.0,126.0,Low
9780241247273,Things That Go Ultimate Sticker Book,DK Children 0-9,2016-03-01,13,239,14.722222222222221,0,1016,In Print,0.0,1500.0,2025-03-03,18.0,64.0,192.0,Low
9780744093902,Old Time Hawkey's Recipes from the Cedar Swamp: A Cookbook,DK Alpha,2024-05-21,11,254,29.666666666666668,0,3170,In Print,0.0,0.0,,9.0,37.0,105.0,Low
9780241461976,DK Milan and the Lakes (Travel Guide),DK Travel,2024-07-04,12,38,3.6363636363636362,5,3556,In Print,0.0,2000.0,2025-01-27,11.0,42.0,140.0,Low
9780241568941,DK Chile and Easter Island (Travel Guide),DK Travel,2022-11-17,10,73,4.785714285714286,0,211,In Print,0.0,0.0,,14.0,52.0,150.0,Low
9780241612927,DK Austria (Travel Guide),DK Travel,2023-04-06,12,92,6.461538461538462,0,942,In Print,0.0,0.0,,13.0,49.0,148.0,Low
9780241677124,DK Australia (Travel Guide),DK Travel,2024-11-07,11,226,11.210526315789474,0,3108,In Print,0.0,0.0,,19.0,69.0,217.0,Low
9780241397718,DK Eyewitness Berlin Mini Map and Guide (Pocket Travel Guide),DK Travel,2020-01-02,11,134,8.133333333333333,0,1228,In Print,0.0,0.0,,15.0,60.0,193.0,Low
9780241472248,DK Top 10 Corsica: Lists for Your Perfect Trip (Pocket Travel Guide),DK Travel,2022-06-22,12,64,5.0,0,0,Out of Print,0.0,0.0,,13.0,53.0,164.0,Low
9781938093685,"Hello, Baby Animals: A Durable High-Contrast Black-and-White Board Book for Newborns and Babies (High-Contrast Books)",DK Other,2016-09-13,11,117,7.375,0,156,In Print,0.0,0.0,,16.0,70.0,242.0,Low
9781647397760,"Therapy Games for Teens: 150 Activities to Improve Self-Esteem, Communication, and Coping Skills",DK Other,2020-10-15,12,74,3.1363636363636362,0,0,Reprinting,0.0,0.0,,22.0,83.0,261.0,High
9781939754172,Ayurveda Beginner's Guide: Essential Ayurvedic Principles and Practices to Balance and Heal Naturally,DK Other,2018-03-13,12,27,5.0,3,19,In Print,0.0,0.0,,5.0,20.0,65.0,Low
9781646110131,Logic Puzzles for Clever Kids: Fun brain games for ages 4 & up,DK Other,2020-03-11,11,13,1.625,0,0,Reprint under Review,0.0,0.0,,8.0,31.0,101.0,High
9781492656258,Rocket Science for Babies: 1 (Baby University),DK Other,2017-06-02,10,88,5.8125,1,885,In Print,0.0,0.0,,16.0,63.0,205.0,Low
9781464231025,If He Had Been with Me: Collector's Edition,DK Other,2024-11-05,12,524,19.275862068965516,0,468,In Print,0.0,0.0,,29.0,113.0,345.0,Low
9780241726181,The Soup Book: 200 Ingredient-led Seasonal Soups,DK Life,2025-01-02,12,101,4.6,0,920,In Print,0.0,0.0,,20.0,73.0,192.0,Low
9780241373477,"Neal's Yard Remedies Complete Massage: All the Techniques, Disciplines, and Skills you need to Massage for Wellness",DK Life,2019-09-05,12,70,4.25,2,96,In Print,0.0,0.0,,16.0,58.0,159.0,Low
9781409357193,Kids' Birthday Cakes: Step by Step,DK Life,2014-08-01,12,46,3.0714285714285716,0,681,In Print,0.0,0.0,,14.0,41.0,101.0,Low
9781405391726,RHS Pruning Plant by Plant: How to Prune more than 200 Popular Plants,DK Life,2012-08-01,12,81,5.769230769230769,0,792,In Print,0.0,0.0,,13.0,48.0,146.0,Low
9780241668764,The Science of Plant-based Nutrition: How to Enhance the Power of Plants for Optimal Health: The Sunday Times Bestseller,DK Life,2024-06-27,12,385,14.666666666666666,1,5556,In Print,0.0,0.0,,24.0,96.0,318.0,Low
9781409382973,RHS What Plant Where Encyclopedia,DK Life,2013-10-01,12,165,21.625,0,893,In Print,0.0,0.0,,8.0,36.0,133.0,Low
9780241655504,Mary Berry's Complete Cookbook: Over 650 Recipes,DK Life,2024-02-22,12,515,21.16,0,4715,In Print,0.0,5000.0,2025-02-10,25.0,116.0,366.0,Low
9780241698686,Naturally Vegan: Delicious Recipes from Around the World That Just Happen to Be Plant-based,DK Life,2025-05-15,12,0,0.0,0,0,NOT YET PUBLISHED,874.0,10000.0,2025-03-07,33.0,86.0,570.0,High
9780241641255,The Tailoring Book: Measuring. Cutting. Fitting. Altering. Finishing,DK Life,2024-08-01,11,142,12.545454545454545,0,142,In Print,0.0,2000.0,2025-03-31,11.0,44.0,138.0,Low
9780241624883,Budget Family Food: Delicious Money-Saving Meals for All the Family,DK Life,2024-02-29,10,132,11.25,0,16936,In Print,0.0,0.0,,12.0,44.0,119.0,Low
9780241593448,LEGO Harry Potter Character Encyclopedia New Edition: With Exclusive LEGO Harry Potter Minifigure,DK Licensing,2023-07-06,11,201,15.076923076923077,57,2168,In Print,0.0,0.0,,13.0,49.0,150.0,Low
9780241662793,Draw with Art for Kids Hub Animals,DK Licensing,2024-05-02,11,320,16.77777777777778,0,0,Reprinting,0.0,1500.0,2025-03-17,18.0,74.0,264.0,Low
9780241623008,"Rebel Folklore: Empowering Tales of Spirits, Witches and Other Misfits from Anansi to Baba Yaga (DK)",DK Licensing,2023-09-07,12,214,22.0,0,785,In Print,0.0,2500.0,2024-07-19,9.0,35.0,107.0,Low
9780241662243,LEGO Marvel Character Encyclopedia: With Exclusive Captain America Minifigure,DK Licensing,2024-10-03,11,1065,53.857142857142854,0,7966,In Print,0.0,3000.0,2025-02-10,21.0,77.0,234.0,Low
9780241379752,English for Everyone English Grammar Guide Practice Book: English language grammar exercises,DK Learning,2019-06-06,12,178,5.515151515151516,37,2307,In Print,0.0,0.0,,33.0,105.0,282.0,Low
9780241537404,Portuguese in 3 Months with Free Audio App: Your Essential Guide to Understanding and Speaking Portuguese (Hugo in 3 Months),DK Learning,2022-01-06,10,304,13.16,0,2901,In Print,0.0,0.0,,25.0,95.0,296.0,Low
9780241299876,English for Everyone English Vocabulary Builder,DK Learning,2018-01-04,12,213,8.73913043478261,0,419,In Print,0.0,3000.0,2025-02-24,23.0,79.0,210.0,Low
9780241437452,How to Start Your Own Business: And Make it Work (How Things Work),DK Knowledge,2021-02-04,12,85,11.0,0,2343,In Print,0.0,0.0,,8.0,28.0,87.0,Low
9780241607305,Simply Nutrition: For Complete Beginners (DK Simply),DK Knowledge,2023-11-02,12,39,4.1,3,1316,In Print,0.0,1500.0,2025-01-21,10.0,38.0,112.0,Low
9780241393345,The Natural History Book: The Ultimate Visual Guide to Everything on Earth,DK Knowledge,2021-09-16,11,100,8.727272727272727,0,2269,In Print,0.0,2500.0,2025-01-20,11.0,45.0,158.0,Low
9781409355717,"Help Your Kids with Maths, Ages 10-16 (Key Stages 3-4): A Unique Step-by-Step Visual Guide, Revision and Reference (DK Help Your Kids With)",DK Knowledge,2014-07-01,12,4,0.19047619047619047,0,0,Reprint under Review,0.0,2000.0,2023-05-30,21.0,78.0,224.0,High
9780241346785,The Science of Animals: Inside their Secret World,DK Knowledge,2019-09-26,11,120,8.133333333333333,0,683,In Print,0.0,0.0,,15.0,57.0,171.0,Low
9780241537817,The Careers Handbook: The Ultimate Guide to Planning Your Future,DK Childrens 9+,2022-02-03,12,194,6.433333333333334,0,879,In Print,0.0,0.0,,30.0,105.0,301.0,Low
9780241383940,Titanic (DK Eyewitness),DK Childrens 9+,2021-12-02,11,122,7.75,0,631,In Print,0.0,0.0,,16.0,60.0,187.0,Low
9780241413012,Cats: Facts at Your Fingertips (Pocket Eyewitness),DK Childrens 9+,2020-01-02,11,109,8.307692307692308,16,277,In Print,0.0,2000.0,2025-02-17,13.0,50.0,157.0,Low
9780241185520,Ocean A Children's Encyclopedia (DK Children's Visual Encyclopedia),DK Childrens 9+,2015-08-03,11,79,11.142857142857142,0,1197,In Print,0.0,0.0,,7.0,28.0,87.0,Low
